MovementID,MovementDate,ProductID,MovementType,Quantity,LocationID
MOVE003785,2024-05-18,PROD0017,IN,123,LOC05
MOVE003786,2025-03-23,PROD0059,IN,185,LOC03
MOVE003787,2024-06-07,PROD0083,OUT,33,LOC04
MOVE003788,2024-09-07,PROD0057,IN,113,LOC04
MOVE003789,2024-07-17,PROD0111,IN,165,LOC03
MOVE003790,2025-04-12,PROD0007,OUT,40,LOC05
MOVE003791,2025-05-31,PROD0110,IN,50,LOC02
MOVE003792,2024-07-13,PROD0013,OUT,1,LOC01
MOVE003793,2025-01-17,PROD0068,IN,196,LOC04
MOVE003794,2025-02-22,PROD0028,IN,113,LOC02
MOVE003795,2024-09-08,PROD0019,OUT,1,LOC05
MOVE003796,2024-08-31,PROD0074,OUT,34,LOC04
MOVE003797,2024-10-28,PROD0104,IN,64,LOC01
MOVE003798,2024-01-07,PROD0070,IN,113,LOC02
MOVE003799,2024-08-24,PROD0109,OUT,22,LOC01
MOVE003800,2024-11-10,PROD0046,OUT,12,LOC05
MOVE003801,2024-10-24,PROD0088,IN,111,LOC04
MOVE003802,2024-10-07,PROD0060,IN,96,LOC04
MOVE003803,2024-05-22,PROD0049,IN,189,LOC02
MOVE003804,2024-04-09,PROD0057,IN,72,LOC03
MOVE003805,2024-07-10,PROD0107,IN,55,LOC02
MOVE003806,2024-03-14,PROD0046,IN,149,LOC02
MOVE003807,2024-11-25,PROD0017,OUT,50,LOC01
MOVE003808,2025-03-29,PROD0067,OUT,19,LOC05
MOVE003809,2024-02-15,PROD0013,IN,145,LOC04
MOVE003810,2024-06-14,PROD0150,IN,147,LOC05
MOVE003811,2024-06-14,PROD0076,OUT,31,LOC02
MOVE003812,2025-03-08,PROD0048,IN,97,LOC02
MOVE003813,2024-11-17,PROD0124,IN,152,LOC03
MOVE003814,2025-01-24,PROD0071,OUT,35,LOC03
MOVE003815,2024-07-18,PROD0150,IN,36,LOC01
MOVE003816,2025-02-22,PROD0007,IN,21,LOC01
MOVE003817,2024-11-30,PROD0092,IN,115,LOC03
MOVE003818,2025-03-05,PROD0134,OUT,27,LOC04
MOVE003819,2025-06-09,PROD0102,IN,51,LOC03
MOVE003820,2024-10-18,PROD0119,OUT,16,LOC04
MOVE003821,2024-07-27,PROD0097,OUT,36,LOC03
MOVE003822,2024-08-13,PROD0035,IN,55,LOC03
MOVE003823,2024-03-19,PROD0082,IN,45,LOC02
MOVE003824,2024-10-17,PROD0029,OUT,21,LOC01
MOVE003825,2025-03-25,PROD0104,IN,41,LOC04
MOVE003826,2025-05-02,PROD0094,IN,117,LOC05
MOVE003827,2024-08-03,PROD0046,OUT,13,LOC02
MOVE003828,2024-02-04,PROD0067,OUT,25,LOC05
MOVE003829,2025-01-01,PROD0081,IN,81,LOC01
MOVE003830,2024-05-09,PROD0031,OUT,30,LOC05
MOVE003831,2024-08-18,PROD0005,OUT,15,LOC02
MOVE003832,2025-04-14,PROD0041,OUT,12,LOC04
MOVE003833,2025-03-12,PROD0059,IN,196,LOC05
MOVE003834,2025-04-07,PROD0141,IN,52,LOC02
MOVE003835,2025-03-16,PROD0042,IN,140,LOC05
MOVE003836,2025-05-11,PROD0124,IN,182,LOC03
MOVE003837,2024-07-14,PROD0116,OUT,47,LOC02
MOVE003838,2025-05-17,PROD0036,OUT,19,LOC01
MOVE003839,2024-11-17,PROD0146,OUT,33,LOC01
MOVE003840,2024-06-13,PROD0124,IN,100,LOC04
MOVE003841,2025-04-30,PROD0024,IN,144,LOC02
MOVE003842,2024-06-15,PROD0136,IN,130,LOC02
MOVE003843,2025-06-19,PROD0141,OUT,10,LOC04
MOVE003844,2024-06-06,PROD0149,IN,118,LOC05
MOVE003845,2024-03-18,PROD0096,IN,161,LOC04
MOVE003846,2025-03-22,PROD0025,IN,145,LOC01
MOVE003847,2024-09-13,PROD0085,IN,174,LOC05
MOVE003848,2025-04-11,PROD0005,IN,133,LOC03
MOVE003849,2024-03-07,PROD0112,IN,25,LOC01
MOVE003850,2024-01-07,PROD0101,IN,73,LOC04
MOVE003851,2024-02-04,PROD0068,IN,128,LOC04
MOVE003852,2025-03-13,PROD0025,OUT,38,LOC02
MOVE003853,2024-07-08,PROD0074,IN,75,LOC05
MOVE003854,2025-01-03,PROD0089,IN,40,LOC02
MOVE003855,2024-04-04,PROD0048,IN,165,LOC02
MOVE003856,2024-12-01,PROD0025,IN,150,LOC04
MOVE003857,2025-05-04,PROD0115,OUT,8,LOC05
MOVE003858,2024-05-18,PROD0107,IN,31,LOC04
MOVE003859,2024-06-27,PROD0020,IN,173,LOC03
MOVE003860,2024-11-14,PROD0013,IN,98,LOC03
MOVE003861,2025-04-27,PROD0028,IN,89,LOC05
MOVE003862,2025-04-07,PROD0017,OUT,43,LOC05
MOVE003863,2024-05-10,PROD0102,OUT,40,LOC01
MOVE003864,2024-12-09,PROD0148,OUT,40,LOC03
MOVE003865,2024-06-14,PROD0069,OUT,7,LOC02
MOVE003866,2024-08-30,PROD0094,IN,32,LOC04
MOVE003867,2024-11-03,PROD0126,IN,23,LOC05
MOVE003868,2025-03-16,PROD0040,IN,94,LOC05
MOVE003869,2025-01-04,PROD0008,OUT,26,LOC04
MOVE003870,2024-03-21,PROD0123,IN,180,LOC05
MOVE003871,2024-11-28,PROD0050,OUT,18,LOC03
MOVE003872,2025-02-21,PROD0135,IN,154,LOC05
MOVE003873,2025-06-26,PROD0102,IN,41,LOC01
MOVE003874,2024-12-04,PROD0119,OUT,5,LOC01
MOVE003875,2024-06-07,PROD0146,OUT,41,LOC04
MOVE003876,2025-05-16,PROD0117,IN,33,LOC03
MOVE003877,2025-05-19,PROD0085,IN,87,LOC02
MOVE003878,2024-11-05,PROD0055,OUT,20,LOC02
MOVE003879,2024-07-03,PROD0003,OUT,27,LOC04
MOVE003880,2024-09-05,PROD0041,IN,47,LOC04
MOVE003881,2024-08-19,PROD0035,IN,49,LOC01
MOVE003882,2024-04-01,PROD0056,IN,132,LOC03
MOVE003883,2024-11-27,PROD0142,IN,44,LOC04
MOVE003884,2025-06-07,PROD0006,OUT,47,LOC03
MOVE003885,2024-08-27,PROD0096,IN,71,LOC05
MOVE003886,2024-05-05,PROD0143,IN,198,LOC03
MOVE003887,2024-10-27,PROD0063,OUT,1,LOC03
MOVE003888,2025-01-12,PROD0128,OUT,19,LOC01
MOVE003889,2025-04-02,PROD0150,IN,83,LOC03
MOVE003890,2025-01-29,PROD0049,IN,172,LOC03
MOVE003891,2025-01-09,PROD0148,IN,161,LOC05
MOVE003892,2025-03-09,PROD0132,IN,126,LOC05
MOVE003893,2024-09-27,PROD0036,OUT,28,LOC03
MOVE003894,2025-06-26,PROD0119,OUT,31,LOC03
MOVE003895,2025-04-10,PROD0058,OUT,7,LOC01
MOVE003896,2025-03-05,PROD0056,OUT,31,LOC04
MOVE003897,2024-02-20,PROD0005,IN,58,LOC01
MOVE003898,2024-09-24,PROD0098,OUT,50,LOC03
MOVE003899,2025-02-03,PROD0086,IN,102,LOC04
MOVE003900,2025-01-09,PROD0145,IN,63,LOC02
MOVE003901,2025-01-18,PROD0059,IN,119,LOC05
MOVE003902,2024-10-25,PROD0083,IN,115,LOC01
MOVE003903,2024-11-16,PROD0057,IN,171,LOC05
MOVE003904,2025-04-10,PROD0096,IN,53,LOC05
MOVE003905,2024-08-27,PROD0133,IN,92,LOC05
MOVE003906,2024-12-08,PROD0104,IN,87,LOC05
MOVE003907,2025-02-20,PROD0133,IN,159,LOC03
MOVE003908,2025-06-04,PROD0021,OUT,35,LOC04
MOVE003909,2024-09-20,PROD0006,OUT,23,LOC05
MOVE003910,2025-06-20,PROD0010,OUT,25,LOC04
MOVE003911,2024-09-22,PROD0130,OUT,31,LOC04
MOVE003912,2025-03-27,PROD0129,IN,142,LOC02
MOVE003913,2025-02-22,PROD0070,IN,182,LOC01
MOVE003914,2024-07-11,PROD0080,IN,176,LOC02
MOVE003915,2024-02-13,PROD0095,IN,49,LOC02
MOVE003916,2025-02-20,PROD0013,IN,161,LOC01
MOVE003917,2024-04-22,PROD0094,IN,44,LOC04
MOVE003918,2024-11-22,PROD0115,OUT,45,LOC04
MOVE003919,2025-06-11,PROD0005,IN,25,LOC01
MOVE003920,2024-11-05,PROD0025,IN,160,LOC01
MOVE003921,2025-06-27,PROD0032,IN,105,LOC03
MOVE003922,2025-05-04,PROD0129,IN,89,LOC04
MOVE003923,2024-10-06,PROD0107,IN,172,LOC01
MOVE003924,2024-02-03,PROD0057,IN,61,LOC02
MOVE003925,2025-02-02,PROD0057,IN,116,LOC04
MOVE003926,2024-06-21,PROD0099,IN,23,LOC03
MOVE003927,2025-01-04,PROD0087,IN,108,LOC04
MOVE003928,2024-06-11,PROD0039,IN,44,LOC01
MOVE003929,2024-03-18,PROD0081,IN,146,LOC05
MOVE003930,2025-05-23,PROD0037,IN,31,LOC05
MOVE003931,2025-05-10,PROD0015,OUT,13,LOC04
MOVE003932,2024-02-27,PROD0024,IN,145,LOC05
MOVE003933,2025-06-24,PROD0084,IN,64,LOC04
MOVE003934,2025-03-28,PROD0003,IN,33,LOC01
MOVE003935,2024-03-31,PROD0121,IN,185,LOC03
MOVE003936,2025-01-06,PROD0112,IN,80,LOC05
MOVE003937,2024-08-09,PROD0053,OUT,27,LOC01
MOVE003938,2024-04-23,PROD0134,OUT,26,LOC03
MOVE003939,2024-01-22,PROD0054,OUT,25,LOC05
MOVE003940,2025-04-20,PROD0067,IN,151,LOC04
MOVE003941,2024-12-26,PROD0111,IN,26,LOC02
MOVE003942,2024-10-16,PROD0149,OUT,18,LOC01
MOVE003943,2025-01-24,PROD0061,IN,75,LOC05
MOVE003944,2024-06-23,PROD0111,OUT,15,LOC02
MOVE003945,2025-06-28,PROD0086,IN,170,LOC04
MOVE003946,2024-09-29,PROD0142,OUT,13,LOC04
MOVE003947,2025-06-03,PROD0049,OUT,3,LOC02
MOVE003948,2024-05-27,PROD0109,OUT,40,LOC04
MOVE003949,2025-03-24,PROD0017,IN,98,LOC02
MOVE003950,2025-04-11,PROD0017,OUT,39,LOC01
MOVE003951,2024-06-06,PROD0103,OUT,3,LOC02
MOVE003952,2024-08-05,PROD0090,IN,177,LOC05
MOVE003953,2024-03-07,PROD0078,OUT,23,LOC04
MOVE003954,2024-04-24,PROD0048,IN,177,LOC03
MOVE003955,2025-03-28,PROD0099,OUT,18,LOC04
MOVE003956,2025-03-05,PROD0071,OUT,12,LOC01
MOVE003957,2025-06-13,PROD0060,IN,74,LOC02
MOVE003958,2024-01-06,PROD0062,OUT,17,LOC03
MOVE003959,2025-03-17,PROD0012,IN,22,LOC03
MOVE003960,2024-04-07,PROD0084,OUT,23,LOC05
MOVE003961,2025-01-27,PROD0120,IN,115,LOC05
MOVE003962,2025-03-18,PROD0001,IN,187,LOC04
MOVE003963,2025-06-27,PROD0048,IN,57,LOC04
MOVE003964,2024-06-29,PROD0137,OUT,17,LOC03
MOVE003965,2024-10-20,PROD0008,IN,43,LOC03
MOVE003966,2025-06-21,PROD0130,IN,41,LOC01
MOVE003967,2025-06-02,PROD0143,IN,45,LOC04
MOVE003968,2024-10-06,PROD0117,OUT,34,LOC02
MOVE003969,2024-04-11,PROD0063,OUT,40,LOC03
MOVE003970,2024-12-24,PROD0143,IN,75,LOC01
MOVE003971,2025-04-01,PROD0049,IN,113,LOC01
MOVE003972,2024-02-18,PROD0092,IN,188,LOC05
MOVE003973,2025-03-20,PROD0009,IN,51,LOC04
MOVE003974,2025-03-08,PROD0063,IN,163,LOC01
MOVE003975,2025-01-04,PROD0017,OUT,16,LOC05
MOVE003976,2024-12-13,PROD0087,IN,200,LOC02
MOVE003977,2025-06-03,PROD0136,IN,31,LOC04
MOVE003978,2024-10-16,PROD0083,OUT,42,LOC03
MOVE003979,2024-12-13,PROD0084,OUT,16,LOC05
MOVE003980,2024-05-12,PROD0092,IN,28,LOC02
MOVE003981,2024-10-20,PROD0092,OUT,37,LOC04
MOVE003982,2024-12-04,PROD0118,IN,149,LOC04
MOVE003983,2024-07-16,PROD0097,OUT,7,LOC01
MOVE003984,2024-06-28,PROD0083,IN,38,LOC01
MOVE003985,2024-12-28,PROD0122,IN,40,LOC04
MOVE003986,2024-02-08,PROD0011,OUT,37,LOC02
MOVE003987,2024-12-13,PROD0134,OUT,1,LOC05
MOVE003988,2025-05-19,PROD0013,IN,195,LOC05
MOVE003989,2025-05-25,PROD0066,IN,22,LOC04
MOVE003990,2024-09-04,PROD0007,OUT,48,LOC04
MOVE003991,2025-03-03,PROD0115,IN,185,LOC03
MOVE003992,2024-07-17,PROD0011,IN,161,LOC03
MOVE003993,2024-10-10,PROD0012,IN,65,LOC01
MOVE003994,2024-08-10,PROD0074,IN,109,LOC01
MOVE003995,2024-09-06,PROD0016,IN,35,LOC03
MOVE003996,2024-06-13,PROD0045,IN,77,LOC05
MOVE003997,2024-11-07,PROD0054,OUT,20,LOC01
MOVE003998,2024-10-24,PROD0017,OUT,2,LOC03
MOVE003999,2024-04-21,PROD0075,IN,103,LOC02
MOVE004000,2024-10-31,PROD0049,OUT,43,LOC05
MOVE004001,2024-11-10,PROD0125,OUT,27,LOC05
MOVE004002,2024-12-24,PROD0010,OUT,16,LOC05
MOVE004003,2024-10-02,PROD0017,IN,95,LOC01
MOVE004004,2024-06-07,PROD0121,IN,65,LOC01
MOVE004005,2024-08-03,PROD0050,IN,28,LOC01
MOVE004006,2024-09-26,PROD0084,IN,191,LOC04
MOVE004007,2024-11-10,PROD0118,OUT,30,LOC04
MOVE004008,2025-01-17,PROD0126,IN,183,LOC04
MOVE004009,2024-04-19,PROD0134,IN,126,LOC01
MOVE004010,2025-04-21,PROD0081,OUT,14,LOC03
MOVE004011,2025-03-03,PROD0013,IN,98,LOC02
MOVE004012,2024-02-17,PROD0127,IN,157,LOC05
MOVE004013,2024-11-01,PROD0122,IN,163,LOC05
MOVE004014,2025-02-02,PROD0141,OUT,22,LOC02
MOVE004015,2024-01-24,PROD0044,IN,176,LOC01
MOVE004016,2024-11-08,PROD0133,OUT,30,LOC02
MOVE004017,2025-05-16,PROD0053,IN,189,LOC04
MOVE004018,2024-09-13,PROD0017,IN,46,LOC04
MOVE004019,2024-12-01,PROD0117,OUT,36,LOC05
MOVE004020,2024-10-09,PROD0113,OUT,16,LOC04
MOVE004021,2024-06-23,PROD0081,OUT,28,LOC05
MOVE004022,2025-04-20,PROD0007,IN,82,LOC03
MOVE004023,2024-09-26,PROD0045,IN,115,LOC02
MOVE004024,2024-07-18,PROD0109,IN,73,LOC04
MOVE004025,2025-04-14,PROD0145,OUT,22,LOC04
MOVE004026,2025-06-14,PROD0012,IN,197,LOC04
MOVE004027,2025-04-14,PROD0129,IN,122,LOC03
MOVE004028,2024-06-17,PROD0119,IN,27,LOC03
MOVE004029,2025-03-06,PROD0053,OUT,25,LOC01
MOVE004030,2024-01-05,PROD0148,IN,181,LOC04
MOVE004031,2024-10-03,PROD0046,OUT,6,LOC01
MOVE004032,2024-07-30,PROD0071,IN,50,LOC01
MOVE004033,2025-02-12,PROD0018,OUT,9,LOC02
MOVE004034,2025-05-07,PROD0060,IN,74,LOC03
MOVE004035,2025-01-27,PROD0108,OUT,2,LOC05
MOVE004036,2024-09-13,PROD0039,IN,135,LOC01
MOVE004037,2024-09-11,PROD0100,IN,39,LOC05
MOVE004038,2024-09-29,PROD0080,IN,132,LOC02
MOVE004039,2024-01-18,PROD0012,OUT,43,LOC02
MOVE004040,2025-04-17,PROD0146,IN,118,LOC01
MOVE004041,2024-06-09,PROD0086,OUT,1,LOC01
MOVE004042,2025-02-26,PROD0091,OUT,23,LOC03
MOVE004043,2025-06-12,PROD0081,IN,22,LOC01
MOVE004044,2024-06-01,PROD0048,OUT,45,LOC05
MOVE004045,2024-07-15,PROD0083,OUT,2,LOC01
MOVE004046,2025-06-09,PROD0133,IN,119,LOC04
MOVE004047,2024-06-01,PROD0098,IN,160,LOC05
MOVE004048,2024-03-14,PROD0001,IN,174,LOC03
MOVE004049,2024-07-22,PROD0039,IN,49,LOC05
MOVE004050,2024-02-05,PROD0059,IN,143,LOC04
MOVE004051,2025-05-05,PROD0026,IN,136,LOC02
MOVE004052,2025-06-02,PROD0065,OUT,38,LOC01
MOVE004053,2025-06-21,PROD0035,IN,94,LOC01
MOVE004054,2024-12-08,PROD0113,IN,153,LOC04
MOVE004055,2025-02-14,PROD0125,IN,98,LOC01
MOVE004056,2024-10-30,PROD0149,OUT,18,LOC01
MOVE004057,2024-10-01,PROD0131,IN,40,LOC01
MOVE004058,2025-06-05,PROD0030,IN,20,LOC01
MOVE004059,2024-05-06,PROD0147,OUT,3,LOC01
MOVE004060,2025-01-18,PROD0076,OUT,12,LOC03
MOVE004061,2024-02-12,PROD0095,IN,94,LOC03
MOVE004062,2024-04-04,PROD0143,IN,153,LOC05
MOVE004063,2025-03-31,PROD0119,OUT,49,LOC01
MOVE004064,2024-06-10,PROD0115,IN,70,LOC02
MOVE004065,2025-04-19,PROD0129,IN,129,LOC03
MOVE004066,2024-08-13,PROD0112,IN,20,LOC05
MOVE004067,2025-04-19,PROD0012,IN,44,LOC04
MOVE004068,2025-02-08,PROD0144,IN,68,LOC03
MOVE004069,2025-02-09,PROD0110,IN,107,LOC05
MOVE004070,2025-02-16,PROD0128,IN,62,LOC04
MOVE004071,2024-05-24,PROD0018,OUT,47,LOC05
MOVE004072,2024-05-12,PROD0089,IN,162,LOC04
MOVE004073,2024-11-21,PROD0016,IN,172,LOC05
MOVE004074,2024-08-02,PROD0053,IN,149,LOC04
MOVE004075,2025-05-08,PROD0015,IN,173,LOC02
MOVE004076,2025-01-13,PROD0001,OUT,5,LOC01
MOVE004077,2025-01-29,PROD0120,IN,56,LOC01
MOVE004078,2025-06-23,PROD0030,IN,143,LOC02
MOVE004079,2024-07-08,PROD0077,IN,147,LOC04
MOVE004080,2024-01-27,PROD0136,IN,120,LOC02
MOVE004081,2025-01-06,PROD0122,IN,116,LOC02
MOVE004082,2024-03-03,PROD0036,OUT,30,LOC05
MOVE004083,2024-07-14,PROD0048,IN,86,LOC02
MOVE004084,2024-11-22,PROD0109,OUT,40,LOC04
MOVE004085,2024-08-03,PROD0023,IN,164,LOC05
MOVE004086,2024-07-09,PROD0001,OUT,11,LOC04
MOVE004087,2024-03-28,PROD0006,OUT,16,LOC04
MOVE004088,2024-06-14,PROD0048,IN,25,LOC04
MOVE004089,2024-11-06,PROD0021,IN,70,LOC01
MOVE004090,2024-02-18,PROD0077,IN,97,LOC05
MOVE004091,2024-03-10,PROD0072,IN,116,LOC05
MOVE004092,2024-06-08,PROD0143,IN,66,LOC02
MOVE004093,2024-06-20,PROD0021,IN,127,LOC02
MOVE004094,2025-05-12,PROD0012,IN,63,LOC04
MOVE004095,2024-01-06,PROD0132,IN,148,LOC03
MOVE004096,2024-07-03,PROD0096,IN,91,LOC02
MOVE004097,2024-07-21,PROD0077,IN,150,LOC03
MOVE004098,2025-02-14,PROD0031,OUT,3,LOC03
MOVE004099,2024-04-16,PROD0025,OUT,8,LOC04
MOVE004100,2024-12-29,PROD0112,IN,171,LOC01
MOVE004101,2025-03-15,PROD0078,OUT,16,LOC01
MOVE004102,2024-05-08,PROD0052,IN,126,LOC01
MOVE004103,2024-07-06,PROD0137,IN,42,LOC04
MOVE004104,2025-06-13,PROD0012,IN,104,LOC01
MOVE004105,2024-09-13,PROD0106,IN,82,LOC04
MOVE004106,2025-03-28,PROD0124,IN,136,LOC02
MOVE004107,2024-03-10,PROD0117,IN,87,LOC03
MOVE004108,2024-04-15,PROD0015,IN,167,LOC02
MOVE004109,2024-10-14,PROD0072,IN,76,LOC05
MOVE004110,2024-12-21,PROD0103,OUT,33,LOC02
MOVE004111,2024-12-23,PROD0070,IN,29,LOC04
MOVE004112,2025-05-12,PROD0112,OUT,11,LOC05
MOVE004113,2025-06-09,PROD0123,OUT,23,LOC05
MOVE004114,2024-12-03,PROD0075,OUT,11,LOC05
MOVE004115,2025-05-04,PROD0024,OUT,38,LOC03
MOVE004116,2025-06-15,PROD0118,OUT,4,LOC04
MOVE004117,2024-05-22,PROD0057,OUT,25,LOC03
MOVE004118,2024-12-29,PROD0050,OUT,21,LOC03
MOVE004119,2024-07-02,PROD0036,IN,158,LOC05
MOVE004120,2024-04-07,PROD0023,IN,124,LOC03
MOVE004121,2024-12-18,PROD0150,OUT,46,LOC03
MOVE004122,2025-01-26,PROD0060,OUT,12,LOC03
MOVE004123,2025-04-16,PROD0142,IN,101,LOC02
MOVE004124,2024-07-13,PROD0080,OUT,18,LOC04
MOVE004125,2024-10-07,PROD0014,OUT,16,LOC03
MOVE004126,2025-05-15,PROD0063,IN,86,LOC03
MOVE004127,2025-01-03,PROD0026,OUT,18,LOC05
MOVE004128,2024-05-26,PROD0093,IN,150,LOC03
MOVE004129,2025-05-19,PROD0030,IN,58,LOC01
MOVE004130,2025-01-24,PROD0077,IN,86,LOC05
MOVE004131,2024-05-10,PROD0095,IN,72,LOC02
MOVE004132,2024-07-31,PROD0076,IN,121,LOC04
MOVE004133,2024-05-22,PROD0053,IN,182,LOC05
MOVE004134,2025-03-28,PROD0144,IN,49,LOC02
MOVE004135,2025-02-23,PROD0112,IN,51,LOC01
MOVE004136,2024-10-12,PROD0073,OUT,32,LOC04
MOVE004137,2024-04-05,PROD0144,IN,123,LOC03
MOVE004138,2024-03-20,PROD0103,OUT,20,LOC02
MOVE004139,2024-10-19,PROD0028,OUT,41,LOC05
MOVE004140,2025-05-17,PROD0035,IN,57,LOC02
MOVE004141,2024-06-06,PROD0145,OUT,43,LOC05
MOVE004142,2024-11-02,PROD0081,OUT,17,LOC04
MOVE004143,2024-07-31,PROD0010,OUT,28,LOC01
MOVE004144,2024-08-15,PROD0013,OUT,18,LOC05
MOVE004145,2024-01-15,PROD0060,OUT,42,LOC04
MOVE004146,2024-05-06,PROD0010,IN,41,LOC02
MOVE004147,2024-03-05,PROD0093,IN,92,LOC02
MOVE004148,2025-05-15,PROD0119,IN,191,LOC03
MOVE004149,2024-03-17,PROD0073,OUT,46,LOC01
MOVE004150,2024-11-01,PROD0067,OUT,25,LOC02
MOVE004151,2024-05-29,PROD0063,OUT,35,LOC04
MOVE004152,2024-04-25,PROD0102,IN,74,LOC05
MOVE004153,2024-03-30,PROD0138,OUT,15,LOC03
MOVE004154,2024-05-06,PROD0093,IN,126,LOC02
MOVE004155,2025-06-26,PROD0047,IN,70,LOC01
MOVE004156,2025-04-10,PROD0117,IN,178,LOC05
MOVE004157,2024-03-28,PROD0046,OUT,33,LOC05
MOVE004158,2024-12-29,PROD0098,IN,130,LOC05
MOVE004159,2024-06-21,PROD0116,IN,24,LOC05
MOVE004160,2024-07-17,PROD0144,IN,145,LOC05
MOVE004161,2024-02-27,PROD0104,IN,98,LOC05
MOVE004162,2025-01-17,PROD0128,IN,36,LOC02
MOVE004163,2024-07-28,PROD0141,IN,20,LOC05
MOVE004164,2024-07-24,PROD0099,IN,87,LOC04
MOVE004165,2024-06-24,PROD0140,IN,124,LOC05
MOVE004166,2025-04-02,PROD0024,IN,78,LOC01
MOVE004167,2024-05-02,PROD0023,IN,149,LOC05
MOVE004168,2025-06-24,PROD0140,IN,162,LOC01
MOVE004169,2024-07-06,PROD0098,OUT,30,LOC01
MOVE004170,2024-12-29,PROD0149,OUT,35,LOC02
MOVE004171,2024-11-02,PROD0136,IN,87,LOC05
MOVE004172,2024-12-08,PROD0011,IN,142,LOC03
MOVE004173,2024-11-16,PROD0090,IN,107,LOC04
MOVE004174,2024-04-23,PROD0009,OUT,14,LOC03
MOVE004175,2024-11-20,PROD0079,IN,42,LOC01
MOVE004176,2024-07-19,PROD0100,IN,87,LOC04
MOVE004177,2024-11-17,PROD0121,OUT,12,LOC03
MOVE004178,2024-06-02,PROD0048,IN,103,LOC01
MOVE004179,2024-05-11,PROD0039,IN,180,LOC01
MOVE004180,2024-11-05,PROD0142,IN,191,LOC02
MOVE004181,2024-08-13,PROD0039,IN,47,LOC03
MOVE004182,2024-12-11,PROD0106,OUT,38,LOC03
MOVE004183,2024-11-06,PROD0116,IN,175,LOC04
MOVE004184,2025-06-18,PROD0018,IN,95,LOC02
MOVE004185,2024-12-01,PROD0031,IN,137,LOC03
MOVE004186,2025-01-03,PROD0120,OUT,2,LOC03
MOVE004187,2024-01-17,PROD0016,OUT,38,LOC02
MOVE004188,2025-01-22,PROD0148,IN,75,LOC01
MOVE004189,2024-07-04,PROD0138,IN,89,LOC03
MOVE004190,2024-03-14,PROD0067,IN,139,LOC03
MOVE004191,2024-05-12,PROD0013,OUT,28,LOC05
MOVE004192,2024-09-18,PROD0014,OUT,37,LOC01
MOVE004193,2024-12-14,PROD0088,IN,142,LOC01
MOVE004194,2024-05-07,PROD0069,IN,56,LOC04
MOVE004195,2024-02-05,PROD0112,IN,74,LOC03
MOVE004196,2024-11-13,PROD0098,IN,153,LOC02
MOVE004197,2025-05-08,PROD0126,IN,85,LOC03
MOVE004198,2025-02-05,PROD0041,IN,101,LOC02
MOVE004199,2024-05-22,PROD0064,OUT,28,LOC05
MOVE004200,2024-03-15,PROD0130,OUT,28,LOC01
MOVE004201,2024-08-29,PROD0110,IN,38,LOC05
MOVE004202,2024-01-26,PROD0031,IN,117,LOC05
MOVE004203,2025-02-23,PROD0036,IN,197,LOC05
MOVE004204,2024-01-15,PROD0015,IN,55,LOC03
MOVE004205,2025-04-15,PROD0061,OUT,12,LOC04
MOVE004206,2024-03-29,PROD0137,OUT,7,LOC02
MOVE004207,2024-06-19,PROD0082,OUT,23,LOC04
MOVE004208,2025-02-07,PROD0150,IN,49,LOC05
MOVE004209,2024-07-14,PROD0086,IN,131,LOC04
MOVE004210,2025-03-03,PROD0120,OUT,42,LOC05
MOVE004211,2024-11-27,PROD0025,IN,38,LOC05
MOVE004212,2024-04-19,PROD0088,IN,179,LOC05
MOVE004213,2024-05-04,PROD0011,IN,83,LOC03
MOVE004214,2024-03-18,PROD0010,IN,130,LOC05
MOVE004215,2024-01-15,PROD0132,IN,173,LOC01
MOVE004216,2025-05-23,PROD0048,IN,35,LOC03
MOVE004217,2025-03-29,PROD0120,IN,140,LOC04
MOVE004218,2025-05-05,PROD0030,OUT,9,LOC03
MOVE004219,2024-11-25,PROD0072,IN,157,LOC01
MOVE004220,2024-03-10,PROD0062,OUT,26,LOC03
MOVE004221,2025-01-23,PROD0014,OUT,48,LOC05
MOVE004222,2024-09-18,PROD0047,IN,40,LOC04
MOVE004223,2024-12-14,PROD0095,OUT,19,LOC03
MOVE004224,2025-04-07,PROD0086,IN,101,LOC02
MOVE004225,2025-04-12,PROD0149,OUT,10,LOC05
MOVE004226,2024-07-03,PROD0036,IN,147,LOC02
MOVE004227,2025-01-09,PROD0148,OUT,2,LOC02
MOVE004228,2025-06-02,PROD0130,OUT,22,LOC03
MOVE004229,2024-06-05,PROD0112,IN,146,LOC03
MOVE004230,2024-05-09,PROD0003,IN,44,LOC04
MOVE004231,2024-10-02,PROD0068,IN,169,LOC05
MOVE004232,2024-10-13,PROD0043,IN,121,LOC02
MOVE004233,2024-07-11,PROD0130,IN,95,LOC01
MOVE004234,2025-04-02,PROD0025,IN,68,LOC05
MOVE004235,2025-04-12,PROD0132,IN,39,LOC03
MOVE004236,2024-07-23,PROD0124,IN,190,LOC03
MOVE004237,2025-02-14,PROD0140,OUT,33,LOC02
MOVE004238,2024-07-02,PROD0074,OUT,19,LOC02
MOVE004239,2025-01-21,PROD0069,OUT,45,LOC02
MOVE004240,2025-04-24,PROD0048,OUT,20,LOC05
MOVE004241,2024-04-29,PROD0025,OUT,46,LOC03
MOVE004242,2024-11-03,PROD0035,OUT,22,LOC04
MOVE004243,2024-07-08,PROD0023,IN,20,LOC04
MOVE004244,2024-05-26,PROD0127,IN,74,LOC01
