PurchaseID,ProductID,PurchaseDate,QuantityPurchased,CostOfPurchase,VendorInvoiceNumber
PUR2245,P1866,2024-12-20,52,22899.24,INV79085
PUR2246,P1866,2025-06-03,25,11660.75,INV24725
PUR2247,P2026,2024-09-02,90,27063.9,INV91112
PUR2248,P2026,2024-10-25,31,14378.73,INV91620
PUR2249,P2424,2024-11-02,46,21566.18,INV55336
PUR2250,P1579,2024-12-15,56,25383.68,INV31020
PUR2251,P1579,2024-10-06,188,11838.36,INV62165
PUR2252,P1579,2025-05-24,186,26828.64,INV98818
PUR2253,P1041,2025-07-01,79,23975.71,INV91894
PUR2254,P1041,2025-06-22,40,12945.6,INV73242
PUR2255,P1041,2024-10-12,145,47934.1,INV71168
PUR2256,P1041,2025-04-17,131,36488.74,INV53846
PUR2257,P2405,2024-08-20,61,22133.85,INV25131
PUR2258,P2405,2024-09-29,160,70441.6,INV33414
PUR2259,P2405,2025-02-27,197,25422.85,INV73470
PUR2260,P2405,2025-01-24,121,24679.16,INV34894
PUR2261,P2405,2025-04-05,164,34745.04,INV45567
PUR2262,P2240,2025-03-15,174,69119.76,INV64551
PUR2263,P2240,2024-10-31,69,10056.06,INV89478
PUR2264,P2240,2025-01-31,56,23561.44,INV34022
PUR2265,P2229,2025-04-17,122,55009.8,INV73550
PUR2266,P1277,2024-09-18,59,13881.52,INV66456
PUR2267,P2139,2025-04-08,25,8098.75,INV92819
PUR2268,P2139,2024-07-29,144,10290.24,INV68660
PUR2269,P2139,2024-10-02,33,9616.86,INV33637
PUR2270,P2139,2024-12-11,124,15230.92,INV12694
PUR2271,P1147,2025-05-14,15,1521.15,INV76905
PUR2272,P1147,2025-05-13,171,28303.92,INV52265
PUR2273,P1147,2024-09-19,68,15434.64,INV11941
PUR2274,P1147,2025-01-20,195,55003.65,INV38609
PUR2275,P1147,2024-08-21,45,10255.95,INV37546
PUR2276,P1151,2025-04-23,98,4380.6,INV33902
PUR2277,P1151,2024-08-25,67,32548.6,INV89289
PUR2278,P1201,2024-08-17,82,39172.22,INV74679
PUR2279,P1201,2024-07-18,21,10053.96,INV93540
PUR2280,P1201,2025-06-22,157,53670.45,INV51083
PUR2281,P1453,2024-09-27,193,71753.54,INV28630
PUR2282,P1341,2025-06-12,133,15938.72,INV66642
PUR2283,P1341,2024-08-15,106,50236.58,INV66739
PUR2284,P1844,2025-01-11,25,7792.5,INV28959
PUR2285,P1844,2025-03-16,128,49674.24,INV56393
PUR2286,P1844,2024-09-30,130,29628.3,INV88611
PUR2287,P1844,2024-11-01,136,34009.52,INV49894
PUR2288,P1822,2024-11-08,90,18918.0,INV16792
PUR2289,P1822,2024-10-03,93,36054.24,INV93870
PUR2290,P1743,2025-05-07,168,12290.88,INV85214
PUR2291,P1908,2025-03-17,89,18952.55,INV21899
PUR2292,P1908,2025-03-20,23,11296.91,INV75204
PUR2293,P1908,2024-12-18,26,4991.22,INV11555
PUR2294,P1311,2025-06-22,165,80023.35,INV66696
PUR2295,P1486,2024-08-05,80,35757.6,INV76044
PUR2296,P1486,2024-09-30,143,933.79,INV18135
PUR2297,P1486,2025-03-14,170,52924.4,INV49671
PUR2298,P1486,2025-04-13,45,2163.15,INV99830
PUR2299,P1486,2025-06-25,150,70540.5,INV82643
PUR2300,P1177,2025-01-15,151,59466.82,INV36954
PUR2301,P1177,2025-01-19,108,22412.16,INV68601
PUR2302,P1700,2025-03-22,29,4714.24,INV81490
PUR2303,P1700,2024-11-09,190,35911.9,INV41690
PUR2304,P1503,2025-01-26,80,17938.4,INV59342
PUR2305,P1503,2024-08-12,179,13788.37,INV92677
PUR2306,P1099,2024-07-27,78,37793.34,INV50731
PUR2307,P1099,2025-01-03,113,1153.73,INV19280
PUR2308,P1099,2024-08-31,138,2500.56,INV65629
PUR2309,P1099,2025-05-20,10,2198.4,INV17103
PUR2310,P1099,2025-03-20,109,11829.77,INV59795
PUR2311,P1384,2024-08-23,13,6365.84,INV97808
PUR2312,P1384,2024-08-14,115,49947.95,INV12500
PUR2313,P1384,2025-06-29,41,3830.22,INV37598
PUR2314,P1384,2024-10-30,87,38756.76,INV58090
PUR2315,P1891,2024-07-22,120,48129.6,INV46730
PUR2316,P1891,2025-06-11,100,31259.0,INV13016
PUR2317,P1891,2025-02-14,169,72193.42,INV14490
PUR2318,P1891,2024-10-23,146,44744.62,INV89875
PUR2319,P1891,2025-03-29,90,9879.3,INV94457
PUR2320,P1777,2025-06-13,117,54355.86,INV76142
PUR2321,P1777,2024-07-25,195,29870.1,INV98401
PUR2322,P2462,2024-11-17,118,6125.38,INV68958
PUR2323,P2005,2025-04-14,68,31192.96,INV15287
PUR2324,P2005,2025-03-20,19,9083.33,INV99540
PUR2325,P2005,2024-08-03,168,67514.16,INV21890
PUR2326,P2005,2024-11-07,13,5274.36,INV33123
PUR2327,P2005,2024-11-29,78,19800.3,INV22782
PUR2328,P1369,2024-07-13,36,16988.4,INV36445
PUR2329,P1369,2025-05-24,177,41432.16,INV38643
PUR2330,P1369,2025-04-25,131,46447.36,INV20954
PUR2331,P1369,2025-06-09,118,29042.16,INV67188
PUR2332,P2447,2024-11-16,160,42308.8,INV77204
PUR2333,P2155,2024-07-15,144,37113.12,INV71106
PUR2334,P2155,2024-11-02,142,10874.36,INV15908
PUR2335,P2155,2024-11-02,67,18256.16,INV22965
PUR2336,P2155,2025-05-17,59,20909.01,INV58243
PUR2337,P2216,2024-09-21,55,21478.05,INV60006
PUR2338,P2216,2024-07-10,30,3183.6,INV99508
PUR2339,P2028,2024-09-17,106,11313.38,INV85627
PUR2340,P2028,2024-09-09,138,66873.42,INV57630
PUR2341,P2448,2024-11-11,120,55002.0,INV82754
PUR2342,P2448,2024-12-23,178,83053.02,INV33059
PUR2343,P2448,2025-04-12,177,55685.97,INV91423
PUR2344,P2448,2025-05-29,33,2813.58,INV24739
PUR2345,P2448,2024-10-07,20,8541.0,INV94749
PUR2346,P2338,2024-07-30,86,31772.7,INV42503
PUR2347,P2338,2024-10-25,143,43735.12,INV14411
PUR2348,P2247,2024-10-02,74,1446.7,INV51328
PUR2349,P2247,2024-09-17,57,24290.55,INV96497
PUR2350,P2059,2024-07-09,82,33497.82,INV99040
PUR2351,P2059,2024-10-28,175,80139.5,INV28801
PUR2352,P2059,2025-06-02,59,6323.62,INV15236
PUR2353,P2059,2025-04-03,139,68251.78,INV43070
PUR2354,P1922,2025-03-07,68,25901.88,INV21660
PUR2355,P1922,2024-08-06,76,13349.4,INV50089
PUR2356,P1922,2024-09-11,133,60340.77,INV71640
PUR2357,P1389,2025-05-08,31,3935.45,INV50395
PUR2358,P1389,2025-06-15,124,46858.36,INV99705
PUR2359,P1389,2024-12-30,127,34103.31,INV57310
PUR2360,P1723,2025-03-01,25,11380.25,INV10764
PUR2361,P1723,2024-07-17,24,2103.84,INV34636
PUR2362,P1723,2025-04-12,85,3029.4,INV84291
PUR2363,P1723,2024-09-05,108,38284.92,INV23395
PUR2364,P2392,2025-04-20,132,18502.44,INV18229
PUR2365,P2392,2024-11-18,17,2545.75,INV91961
PUR2366,P2392,2025-02-18,191,42507.05,INV65543
PUR2367,P2392,2024-07-14,169,18407.48,INV13308
PUR2368,P2337,2024-10-30,14,5563.46,INV51850
PUR2369,P2337,2025-06-18,187,69681.81,INV49881
PUR2370,P2337,2024-07-15,107,44948.56,INV69205
PUR2371,P1951,2024-08-02,82,31407.64,INV20590
PUR2372,P1951,2025-06-03,136,39189.76,INV50224
PUR2373,P1951,2024-09-29,86,7371.06,INV57472
PUR2374,P1951,2025-04-14,153,70352.46,INV68390
PUR2375,P1951,2024-08-02,111,39713.58,INV70332
PUR2376,P1497,2025-06-02,50,24293.0,INV20416
PUR2377,P1497,2024-07-22,177,57905.55,INV87899
PUR2378,P2001,2025-07-01,51,22083.51,INV21824
PUR2379,P2001,2024-10-24,51,12683.7,INV79866
PUR2380,P2001,2024-09-28,198,4348.08,INV55744
PUR2381,P2001,2025-03-29,194,13863.24,INV44799
PUR2382,P1841,2025-04-27,188,74968.76,INV28914
PUR2383,P1841,2025-03-19,141,38415.45,INV84199
PUR2384,P1841,2024-11-03,71,17333.94,INV17552
PUR2385,P1841,2025-03-28,89,13685.53,INV57710
PUR2386,P1841,2025-03-29,174,38149.5,INV49347
PUR2387,P1799,2025-02-12,45,22065.3,INV79280
PUR2388,P1807,2025-05-03,163,68032.94,INV97439
PUR2389,P1807,2025-03-16,15,2990.4,INV82850
PUR2390,P1807,2024-12-18,187,59312.66,INV68118
PUR2391,P1807,2025-01-09,152,29120.16,INV95058
PUR2392,P2234,2024-08-16,60,18922.8,INV55524
PUR2393,P2234,2025-04-11,104,27034.8,INV13714
PUR2394,P2234,2025-01-02,38,10805.3,INV25947
PUR2395,P2234,2024-09-15,90,38273.4,INV64688
PUR2396,P1077,2025-03-16,24,5708.16,INV30483
PUR2397,P1077,2024-11-18,117,49623.21,INV39934
PUR2398,P1077,2025-01-25,149,47973.53,INV64129
PUR2399,P1077,2025-02-25,194,64891.06,INV17499
PUR2400,P2215,2024-10-22,116,9228.96,INV18364
PUR2401,P2215,2024-12-02,139,36951.76,INV93037
PUR2402,P2343,2025-07-07,198,47199.24,INV33370
PUR2403,P2343,2025-03-10,97,35210.03,INV47381
PUR2404,P1603,2024-08-30,77,20925.52,INV25429
PUR2405,P1603,2025-05-28,145,52521.9,INV86759
PUR2406,P1603,2025-03-04,60,2212.2,INV38340
PUR2407,P1603,2025-07-07,131,9549.9,INV62485
PUR2408,P1603,2024-11-12,110,30842.9,INV23597
PUR2409,P1958,2024-08-19,94,41957.84,INV90174
PUR2410,P1958,2025-05-07,100,2359.0,INV12850
PUR2411,P1958,2025-05-16,158,24485.26,INV81842
PUR2412,P1498,2025-01-24,106,20799.32,INV41480
PUR2413,P1498,2024-09-10,175,73662.75,INV44814
PUR2414,P1498,2025-04-29,137,23020.11,INV99886
PUR2415,P1854,2025-04-16,126,30486.96,INV11614
PUR2416,P1854,2024-09-16,176,69609.76,INV19089
PUR2417,P1854,2024-08-10,167,74001.04,INV82768
PUR2418,P1854,2025-06-04,171,60876.0,INV42042
PUR2419,P2021,2024-09-02,187,46316.16,INV76509
PUR2420,P2021,2025-04-30,47,17374.96,INV88928
PUR2421,P2021,2025-01-30,182,57890.56,INV85655
PUR2422,P2265,2024-12-23,108,47300.76,INV48344
PUR2423,P2265,2024-08-20,105,46801.65,INV65500
PUR2424,P2265,2024-09-21,117,16170.57,INV52950
PUR2425,P2042,2025-01-02,122,7898.28,INV22645
PUR2426,P2042,2024-10-22,137,2097.47,INV74378
PUR2427,P2042,2024-10-09,105,3483.9,INV25249
PUR2428,P1853,2024-08-13,32,1752.32,INV44877
PUR2429,P1853,2024-10-11,167,34717.63,INV40661
PUR2430,P2087,2025-01-20,83,19090.0,INV24701
PUR2431,P2087,2024-07-12,138,67146.66,INV20987
PUR2432,P2087,2025-05-16,139,46794.35,INV86388
PUR2433,P2209,2025-07-06,82,20520.5,INV46108
PUR2434,P2209,2024-09-26,141,35200.65,INV54617
PUR2435,P1286,2024-12-02,174,39421.44,INV11781
PUR2436,P1359,2025-03-03,189,87183.81,INV64471
PUR2437,P2372,2024-07-24,67,5048.45,INV54244
PUR2438,P2372,2025-03-15,169,59795.58,INV72822
PUR2439,P1490,2024-10-31,198,26939.88,INV67070
PUR2440,P1490,2025-05-16,146,28475.84,INV52557
PUR2441,P1490,2025-03-12,109,12996.07,INV51871
PUR2442,P1490,2024-11-06,54,22813.92,INV49300
PUR2443,P1490,2025-04-12,76,17178.28,INV59588
PUR2444,P1259,2025-03-17,168,54089.28,INV75280
PUR2445,P1259,2025-02-25,65,2339.35,INV13915
PUR2446,P1259,2025-01-15,145,13553.15,INV55680
PUR2447,P1259,2025-06-03,177,55726.68,INV37499
PUR2448,P1916,2024-10-08,183,83312.58,INV35051
PUR2449,P1075,2024-07-23,172,28490.08,INV83704
PUR2450,P2058,2024-08-11,71,33710.8,INV39638
PUR2451,P2058,2025-06-10,96,37200.96,INV71453
PUR2452,P1163,2024-12-17,154,34512.94,INV78988
PUR2453,P1163,2025-02-17,113,38994.04,INV95086
PUR2454,P1142,2025-04-10,35,1106.7,INV97731
PUR2455,P1142,2024-12-12,172,79297.16,INV67181
PUR2456,P1142,2025-01-10,97,566.48,INV58704
PUR2457,P1142,2025-02-23,125,49427.5,INV54196
PUR2458,P1706,2025-06-26,26,8744.84,INV62361
PUR2459,P1706,2025-06-07,19,1336.46,INV55932
PUR2460,P1706,2025-04-23,126,37679.04,INV76381
PUR2461,P1706,2025-01-28,169,67238.34,INV23160
PUR2462,P1706,2024-12-17,165,35212.65,INV18490
PUR2463,P2277,2025-03-29,126,29578.5,INV48238
PUR2464,P2277,2025-05-20,185,79074.55,INV55030
PUR2465,P2277,2024-10-29,21,9233.28,INV64308
PUR2466,P2277,2025-06-20,59,18617.45,INV84472
PUR2467,P2277,2024-07-26,12,1481.64,INV94357
PUR2468,P1408,2025-04-19,104,42101.28,INV54625
PUR2469,P1408,2024-08-03,33,1380.06,INV45140
PUR2470,P1408,2025-02-20,179,41332.89,INV78122
PUR2471,P2086,2025-06-28,193,51227.99,INV55258
PUR2472,P2086,2025-01-13,180,11610.0,INV19202
PUR2473,P2086,2025-02-08,89,34200.03,INV40055
PUR2474,P1223,2025-06-09,68,27535.24,INV81141
PUR2475,P1124,2024-09-13,175,36202.25,INV99235
PUR2476,P1124,2024-07-30,65,18213.0,INV52693
PUR2477,P1124,2025-02-24,184,74192.48,INV72088
PUR2478,P1124,2025-04-30,141,12794.34,INV89999
PUR2479,P2314,2024-11-16,70,8073.1,INV10451
PUR2480,P2314,2024-10-09,151,13298.57,INV91487
PUR2481,P2314,2025-07-03,23,1767.32,INV68165
PUR2482,P2314,2025-02-02,80,29892.8,INV52529
PUR2483,P2314,2025-07-03,31,3985.98,INV48682
PUR2484,P1905,2024-12-05,137,7706.25,INV13081
PUR2485,P1905,2024-11-18,170,50314.9,INV51850
PUR2486,P1905,2025-05-24,72,13001.76,INV63873
PUR2487,P1417,2025-05-28,151,60664.25,INV24393
PUR2488,P1417,2025-01-10,73,15044.57,INV65027
PUR2489,P1417,2025-06-21,170,54955.9,INV40589
PUR2490,P1417,2024-12-29,199,80668.63,INV18863
PUR2491,P1417,2025-04-30,78,34443.24,INV33633
PUR2492,P2102,2025-04-19,59,20056.46,INV33852
PUR2493,P2102,2025-04-07,71,19195.56,INV70698
PUR2494,P2102,2024-09-10,111,19925.61,INV87059
PUR2495,P2102,2024-12-23,147,36550.08,INV52810
PUR2496,P2102,2024-08-17,177,65764.35,INV35372
PUR2497,P1715,2024-07-16,12,1450.56,INV36292
PUR2498,P1715,2025-05-30,68,5437.28,INV58605
PUR2499,P1665,2025-01-07,35,6653.5,INV66365
PUR2500,P1665,2025-07-06,145,65687.9,INV61487
PUR2501,P1665,2024-08-31,52,16767.92,INV47577
PUR2502,P1665,2025-03-17,142,36440.04,INV94773
PUR2503,P1665,2025-05-16,34,11857.5,INV20471
PUR2504,P1381,2025-05-09,94,23652.28,INV14757
PUR2505,P1381,2025-01-12,43,19901.69,INV70406
PUR2506,P1381,2025-03-01,119,21472.36,INV87211
PUR2507,P1381,2025-01-02,142,47807.14,INV40630
PUR2508,P1913,2024-07-22,173,81059.15,INV33114
PUR2509,P1913,2024-12-29,77,10192.49,INV38970
PUR2510,P1913,2024-08-12,48,15407.04,INV92762
PUR2511,P1639,2025-07-02,112,55855.52,INV83723
PUR2512,P1639,2025-03-13,152,14333.6,INV83579
PUR2513,P1158,2025-03-17,20,6633.2,INV70112
PUR2514,P1158,2024-12-29,136,63944.48,INV33589
PUR2515,P1158,2025-04-10,69,26300.04,INV45079
PUR2516,P1372,2025-01-20,125,34201.25,INV17801
PUR2517,P1372,2025-01-10,25,1159.5,INV56580
PUR2518,P1372,2024-09-07,176,42834.88,INV38722
PUR2519,P1901,2024-12-24,13,3254.16,INV44529
PUR2520,P1130,2025-05-01,194,16748.02,INV51952
PUR2521,P1130,2025-05-13,182,16853.2,INV28855
PUR2522,P1130,2024-12-12,58,8707.54,INV87678
PUR2523,P1130,2025-07-03,137,24083.23,INV41006
PUR2524,P1835,2024-10-18,94,5152.14,INV26064
PUR2525,P1835,2025-04-17,153,16244.01,INV52333
PUR2526,P1239,2025-04-09,74,30408.08,INV38638
PUR2527,P1239,2025-03-09,160,18248.0,INV70819
PUR2528,P1239,2025-05-09,40,8552.0,INV37020
PUR2529,P1239,2025-01-27,169,82154.28,INV36732
PUR2530,P1839,2025-02-16,140,62393.8,INV65354
PUR2531,P1839,2024-08-07,95,30690.7,INV17165
PUR2532,P1839,2025-06-07,67,6076.9,INV43618
PUR2533,P1839,2024-07-14,172,75294.72,INV66127
PUR2534,P2222,2024-10-15,116,17365.2,INV37051
PUR2535,P2222,2025-04-11,195,66801.15,INV90572
PUR2536,P2222,2024-09-14,143,62232.17,INV40390
PUR2537,P2222,2025-05-30,143,56673.76,INV40985
PUR2538,P2222,2024-12-01,196,36836.24,INV99006
PUR2539,P1098,2025-03-25,66,23228.04,INV22362
PUR2540,P1098,2025-03-16,121,12821.16,INV28417
PUR2541,P1370,2025-02-05,153,48588.21,INV29869
PUR2542,P2203,2024-09-17,32,9633.6,INV50690
PUR2543,P2203,2025-04-25,69,17197.56,INV88119
PUR2544,P1767,2025-06-12,63,20285.37,INV46643
PUR2545,P1767,2025-03-04,182,11373.18,INV19085
PUR2546,P1767,2024-09-09,188,61167.68,INV52386
PUR2547,P1767,2024-07-13,50,10294.5,INV16447
PUR2548,P1172,2024-10-14,73,7990.58,INV77556
PUR2549,P1172,2024-11-14,168,60606.0,INV95690
PUR2550,P1172,2025-02-08,125,12908.75,INV24427
PUR2551,P1172,2024-09-24,134,43852.84,INV42608
PUR2552,P2423,2024-11-03,200,8740.0,INV40180
PUR2553,P1698,2024-09-29,25,8308.25,INV47846
PUR2554,P1698,2025-07-06,44,14260.4,INV78944
PUR2555,P1150,2024-11-14,150,41007.0,INV70666
PUR2556,P1150,2024-12-11,21,2764.65,INV96687
PUR2557,P1150,2025-03-13,103,12357.94,INV76256
PUR2558,P1150,2025-06-09,120,46954.8,INV48002
PUR2559,P1150,2024-12-27,180,61277.4,INV59349
PUR2560,P1681,2025-02-21,149,57704.72,INV90278
PUR2561,P1681,2024-10-02,59,1836.08,INV43365
PUR2562,P1681,2025-07-03,84,26901.84,INV48278
PUR2563,P1681,2025-02-06,29,8182.35,INV92672
PUR2564,P1681,2024-12-31,107,32188.81,INV97934
PUR2565,P2467,2024-11-16,19,956.08,INV71880
PUR2566,P2467,2025-04-29,65,31368.35,INV37512
PUR2567,P2467,2025-01-15,183,86397.96,INV45350
PUR2568,P2467,2025-01-10,84,34002.36,INV75936
PUR2569,P1520,2025-01-24,18,8580.42,INV33798
PUR2570,P1520,2025-05-19,101,29961.65,INV80054
PUR2571,P1520,2024-10-10,83,33223.24,INV43415
PUR2572,P1520,2025-03-24,42,2011.38,INV85175
PUR2573,P1580,2025-06-06,95,39773.65,INV66533
PUR2574,P1432,2025-04-14,16,5745.28,INV57822
PUR2575,P1432,2024-12-20,128,23479.04,INV44928
PUR2576,P1432,2025-03-30,69,15857.58,INV72765
PUR2577,P2475,2024-08-30,145,730.8,INV81703
PUR2578,P2475,2025-02-16,166,31481.9,INV67726
PUR2579,P2475,2025-04-18,129,39147.63,INV87302
PUR2580,P2386,2025-01-16,104,39239.2,INV65786
PUR2581,P2386,2024-12-27,136,17425.68,INV12122
PUR2582,P2386,2024-11-29,89,19535.5,INV58542
PUR2583,P2180,2024-09-02,153,66776.85,INV33723
PUR2584,P2478,2024-11-15,73,6617.45,INV78665
PUR2585,P2478,2025-02-09,82,37248.5,INV13094
PUR2586,P2478,2025-06-13,107,46470.1,INV66391
PUR2587,P2478,2025-05-31,149,27317.66,INV58769
PUR2588,P2433,2024-09-04,119,51444.89,INV39491
PUR2589,P2433,2024-09-29,120,57974.4,INV17014
PUR2590,P2433,2024-12-16,27,6191.1,INV39226
PUR2591,P2067,2025-05-13,67,32972.04,INV31529
PUR2592,P2067,2025-05-12,38,1097.06,INV52267
PUR2593,P1491,2024-10-29,177,19119.54,INV10909
PUR2594,P2238,2025-02-08,181,71904.06,INV24366
PUR2595,P2238,2024-09-14,142,56016.16,INV58251
PUR2596,P2238,2025-06-01,117,998.01,INV27151
PUR2597,P2238,2024-08-03,123,60448.35,INV16300
PUR2598,P1892,2024-07-29,16,6700.0,INV82726
PUR2599,P1892,2025-05-30,32,14555.84,INV92174
PUR2600,P1892,2024-12-27,62,11723.58,INV83507
PUR2601,P1405,2024-08-30,87,24921.15,INV84554
PUR2602,P1405,2024-11-11,31,14970.21,INV78751
PUR2603,P1405,2024-11-07,116,17274.72,INV73517
PUR2604,P1405,2025-06-04,14,6551.72,INV61134
PUR2605,P1598,2024-09-30,12,2244.6,INV67561
PUR2606,P1598,2025-04-23,199,91438.51,INV15376
PUR2607,P1598,2024-09-21,160,18174.4,INV13516
PUR2608,P2437,2025-06-06,195,78097.5,INV20924
PUR2609,P2437,2025-02-28,53,18352.31,INV24179
PUR2610,P2322,2024-10-30,16,1657.76,INV31449
PUR2611,P2322,2024-10-06,49,4134.13,INV79532
PUR2612,P2322,2025-04-11,39,18545.28,INV19611
PUR2613,P2322,2025-01-16,112,46269.44,INV71003
PUR2614,P2366,2024-10-15,51,23937.87,INV24850
PUR2615,P2366,2025-02-04,150,14448.0,INV99596
PUR2616,P2356,2025-06-15,89,31111.73,INV43504
PUR2617,P2356,2025-04-16,173,12084.05,INV98487
PUR2618,P2356,2024-07-10,112,32247.04,INV54460
PUR2619,P2356,2024-09-05,191,56707.9,INV67812
PUR2620,P2340,2025-05-09,103,45667.11,INV98993
PUR2621,P2340,2024-11-20,163,22371.75,INV52635
PUR2622,P2340,2025-05-13,166,13495.8,INV16649
PUR2623,P2183,2025-05-27,100,18107.0,INV72293
PUR2624,P2183,2025-02-26,35,4498.9,INV81356
PUR2625,P2183,2024-11-06,116,32832.64,INV71421
PUR2626,P1588,2025-02-18,89,32640.75,INV82201
PUR2627,P1588,2025-01-16,174,82703.94,INV76260
PUR2628,P1588,2025-01-01,75,732.0,INV64454
PUR2629,P2282,2024-09-14,12,1063.56,INV55406
PUR2630,P1954,2025-03-01,166,35037.62,INV25169
PUR2631,P1954,2024-10-05,188,92608.8,INV26530
PUR2632,P1954,2024-11-14,126,58280.04,INV51095
PUR2633,P2012,2024-12-24,24,3416.88,INV80471
PUR2634,P1337,2024-10-19,131,42027.42,INV63470
PUR2635,P1337,2025-05-30,151,43320.39,INV51618
PUR2636,P1337,2024-08-13,11,4813.49,INV22207
PUR2637,P1337,2024-08-22,146,23571.7,INV49394
PUR2638,P1703,2025-01-26,154,59162.18,INV72369
PUR2639,P1703,2025-04-29,34,3400.68,INV58727
PUR2640,P1284,2024-07-26,47,6462.97,INV38680
PUR2641,P1284,2025-02-03,174,30824.1,INV32374
PUR2642,P1284,2025-06-22,190,5209.8,INV64176
PUR2643,P1284,2024-07-28,179,84017.23,INV11639
PUR2644,P1284,2025-02-18,52,12328.16,INV79267
PUR2645,P1238,2025-06-07,40,9754.4,INV92862
PUR2646,P1238,2025-02-25,43,4489.63,INV19773
PUR2647,P2347,2024-08-23,198,58889.16,INV23151
PUR2648,P2347,2025-03-07,158,3611.88,INV65890
PUR2649,P2347,2025-06-18,141,45413.28,INV94806
PUR2650,P2347,2025-01-02,32,11457.28,INV76510
PUR2651,P1576,2025-05-21,14,2043.58,INV84624
PUR2652,P1576,2025-01-11,188,36456.96,INV71119
PUR2653,P1576,2025-04-21,163,73630.36,INV21641
PUR2654,P1576,2024-08-11,48,10173.6,INV98898
PUR2655,P1576,2024-07-08,67,16740.62,INV61286
PUR2656,P1657,2025-05-07,124,4710.76,INV87510
PUR2657,P1657,2024-12-17,179,71834.49,INV40749
PUR2658,P1657,2024-09-03,102,6891.12,INV52847
PUR2659,P1657,2025-04-11,10,2924.9,INV19631
PUR2660,P1657,2025-03-05,101,6241.8,INV38946
PUR2661,P2055,2025-02-04,193,7478.75,INV87099
PUR2662,P2055,2025-05-08,113,21973.98,INV10846
PUR2663,P2055,2024-10-01,99,45911.25,INV96126
PUR2664,P1504,2025-01-19,124,32804.2,INV32478
PUR2665,P1504,2024-08-10,21,2086.14,INV92049
PUR2666,P1504,2025-05-29,19,7778.41,INV19583
PUR2667,P1504,2025-05-20,92,28777.6,INV35954
PUR2668,P1751,2024-12-30,78,1283.1,INV58572
PUR2669,P1751,2024-07-21,168,71077.44,INV95039
PUR2670,P1751,2024-11-08,36,5229.72,INV70779
PUR2671,P1751,2025-06-17,123,37388.31,INV57668
PUR2672,P1751,2025-03-26,112,37728.32,INV36745
PUR2673,P1126,2025-03-09,76,20009.28,INV32740
PUR2674,P1126,2024-07-23,182,22609.86,INV34655
PUR2675,P1126,2025-03-03,11,4870.91,INV83812
PUR2676,P1126,2024-08-05,159,78959.4,INV69311
PUR2677,P1760,2025-06-23,68,30542.88,INV29161
PUR2678,P1760,2024-08-04,79,3307.73,INV44353
PUR2679,P1760,2024-12-10,99,18209.07,INV50083
PUR2680,P1760,2025-01-28,39,9949.68,INV25881
PUR2681,P1997,2025-01-03,12,151.44,INV13226
PUR2682,P1997,2024-12-18,100,49580.0,INV74088
PUR2683,P1997,2024-08-08,119,16855.16,INV73723
PUR2684,P1290,2024-09-26,74,13158.68,INV74546
PUR2685,P1763,2025-03-17,116,49868.4,INV43668
PUR2686,P1763,2024-11-01,130,58641.7,INV10722
PUR2687,P1153,2025-01-25,177,36762.9,INV97423
PUR2688,P1153,2025-05-31,147,21394.38,INV18963
PUR2689,P1153,2024-08-26,141,39371.43,INV33493
PUR2690,P1153,2025-03-27,54,19672.2,INV75923
PUR2691,P1153,2025-02-22,47,16997.08,INV30469
PUR2692,P1645,2024-09-26,29,273.76,INV61231
PUR2693,P1645,2025-01-17,174,65570.16,INV92511
PUR2694,P1645,2024-11-18,56,21948.08,INV59895
PUR2695,P1645,2024-07-29,51,13511.94,INV59925
PUR2696,P1645,2025-04-27,101,27671.98,INV92799
PUR2697,P1612,2024-07-15,138,48607.74,INV57425
PUR2698,P1612,2025-06-04,94,31520.08,INV10142
PUR2699,P1612,2025-02-16,134,16621.36,INV77782
PUR2700,P2436,2024-08-15,17,1901.11,INV86568
PUR2701,P2436,2025-04-24,29,13393.94,INV43198
PUR2702,P2436,2025-06-02,86,29303.64,INV99404
PUR2703,P1787,2024-12-14,81,29133.27,INV87247
PUR2704,P1787,2024-09-27,52,6972.68,INV13634
PUR2705,P1787,2024-08-10,16,1190.08,INV67253
PUR2706,P1787,2025-03-08,37,11556.95,INV91039
PUR2707,P1787,2025-02-10,173,28787.2,INV79413
PUR2708,P2191,2024-08-26,79,2873.23,INV46102
PUR2709,P2191,2024-09-15,70,16538.9,INV58266
PUR2710,P2191,2024-12-13,28,6608.84,INV33847
PUR2711,P1445,2024-08-27,188,7102.64,INV55967
PUR2712,P1445,2024-10-08,97,11893.17,INV72260
PUR2713,P1793,2025-04-07,48,13272.0,INV85120
PUR2714,P2208,2024-12-04,191,68737.08,INV77524
PUR2715,P2330,2025-05-25,106,2162.4,INV73515
PUR2716,P2330,2024-07-11,106,29539.02,INV93195
PUR2717,P2330,2025-07-02,159,41346.36,INV45506
PUR2718,P2368,2025-05-27,81,40073.94,INV96974
PUR2719,P2368,2024-09-06,93,33428.85,INV73554
PUR2720,P2368,2025-03-04,107,51431.69,INV36404
PUR2721,P1267,2024-09-07,143,21049.6,INV25133
PUR2722,P1569,2025-06-24,87,24166.86,INV93750
PUR2723,P1569,2025-04-17,14,2970.94,INV93880
PUR2724,P1569,2025-05-11,150,57045.0,INV18111
PUR2725,P1939,2024-09-03,91,12661.74,INV21481
