ProductID,ProductName,Category,Cost,Price,SupplierID,SupplierName,ReorderPoint,LeadTimeDays,ExpiryDate,UnitOfMeasure,quantity
P1225,Eggs (6 Pcs),Dairy & Bakery,92.84,186.73,S002,Bharat Distributors,1,1,2025-05-05,pcs,5
P2161,Garbage Bags (Medium Pack),Home & Kitchen,191.5,368.16,S007,HomeCare Solutions,31,7,2026-03-08,rolls,219
P2064,Chai Mix (150g),Snacks & Beverages,27.69,61.72,S001,Indian Wholesale Co.,78,3,2026-09-26,packets,882
P1352,Formal Shoes (Size 10),Footwear,605.45,743.17,S008,TechGadgets India,5,10,2025-10-14,pairs,66
P1662,Namkeen (Aloo Bhujia 150g),Snacks & Beverages,74.52,161.76,S008,TechGadgets India,59,2,2026-03-22,bottles,889
P1367,Potato Chips (Masala 75g),Snacks & Beverages,111.29,197.32,S005,Apex Foods Pvt. Ltd.,54,3,2025-09-21,liters,641
P2444,Face Cream (Aloe Vera 50g),Personal Care,250.61,390.43,S004,Quick Supply India,26,3,2025-11-26,packs,268
P1188,Socks (Pack of 3),Apparel,316.94,790.38,S004,Quick Supply India,1,15,2024-09-22,sets,21
P1216,Immunity Booster (Syrup 200ml),Health & Wellness,414.93,971.43,S002,Bharat Distributors,6,7,2025-04-17,pcs,47
P1513,Yogurt (Fruit 150g),Dairy & Bakery,86.25,115.44,S004,Quick Supply India,42,2,2025-08-31,pcs,192
P1823,Tea Powder (250g),Grocery & Staples,120.6,281.54,S002,Bharat Distributors,40,5,2026-05-22,pcs,742
P1537,Curd (500g),Dairy & Bakery,171.05,392.66,S005,Apex Foods Pvt. Ltd.,40,1,2025-07-15,g,213
P2450,Dinner Set (4 Pcs),Utensils & Cookware,221.74,343.32,S002,Bharat Distributors,1,8,2026-04-12,pcs,10
P1212,Chicken Breast (500g),Meat & Seafood,349.38,523.76,S001,Indian Wholesale Co.,8,1,2025-06-28,g,28
P1650,Sandals (Size 8),Footwear,1024.06,1454.42,S002,Bharat Distributors,1,16,2025-08-11,pairs,10
P1802,Sandals (Size 8),Footwear,370.93,694.07,S004,Quick Supply India,1,24,2026-05-15,pcs,34
P2417,Lemons (250g),Fruits & Vegetables,73.78,121.69,S006,Health Essentials Ltd.,27,1,2025-09-14,pcs,109
P1482,Chicken Breast (500g),Meat & Seafood,613.04,1163.08,S008,TechGadgets India,14,1,2025-08-21,kg,46
P1111,Sneakers (Size 9),Footwear,1115.27,2456.86,S004,Quick Supply India,2,22,2025-04-18,pcs,38
P1757,Hair Oil (Coconut 300ml),Personal Care,329.63,489.14,S004,Quick Supply India,45,8,2025-09-26,ml,497
P1511,Matchbox (Pack of 10),Home & Kitchen,662.25,1439.45,S005,Apex Foods Pvt. Ltd.,4,7,2027-03-13,rolls,31
P2429,Apples (1kg),Fruits & Vegetables,72.47,153.91,S003,Priya Grocers,30,1,2025-09-24,pcs,118
P1900,Formal Shoes (Size 10),Footwear,1425.27,2392.89,S004,Quick Supply India,4,18,2027-03-14,pairs,85
P1070,Sneakers (Size 9),Footwear,622.02,759.45,S005,Apex Foods Pvt. Ltd.,2,10,2024-10-18,pairs,49
P2309,Lemons (250g),Fruits & Vegetables,98.67,138.38,S004,Quick Supply India,10,1,2025-09-21,dozens,43
P2094,Paneer (200g),Dairy & Bakery,197.73,434.57,S001,Indian Wholesale Co.,48,1,2025-07-24,liters,215
P2225,Toilet Cleaner (500ml),Home & Kitchen,103.95,133.95,S008,TechGadgets India,38,14,2027-04-25,bottles,297
P1801,Hand Wash (Neem 250ml),Personal Care,114.04,238.13,S006,Health Essentials Ltd.,30,5,2026-01-11,g,369
P1358,Frying Pan (Non-stick),Utensils & Cookware,967.74,1321.09,S007,HomeCare Solutions,3,13,2026-10-19,sets,71
P1838,Soap (Sandalwood 125g),Personal Care,146.63,333.78,S002,Bharat Distributors,29,7,2026-09-10,pcs,305
P1675,Fish Fillet (250g),Meat & Seafood,794.78,1057.4,S003,Priya Grocers,7,1,2025-07-31,g,21
P1112,Sunscreen (SPF30 100ml),Personal Care,112.08,207.42,S001,Indian Wholesale Co.,4,7,2025-03-22,g,49
P2120,Chai Mix (150g),Snacks & Beverages,136.85,220.11,S006,Health Essentials Ltd.,76,1,2026-08-06,packets,921
P2262,Toor Dal (1kg),Grocery & Staples,223.25,506.93,S002,Bharat Distributors,35,4,2025-10-01,packets,661
P2057,Frying Pan (Non-stick),Utensils & Cookware,606.89,1005.27,S007,HomeCare Solutions,3,6,2026-03-23,sets,65
P2143,USB Cable (2m),Electronics,40648.51,101163.22,S007,HomeCare Solutions,1,19,2026-01-17,pcs,33
P1366,Energy Bar (Nut 50g),Snacks & Beverages,90.59,146.36,S006,Health Essentials Ltd.,36,4,2026-04-30,bottles,431
P1736,Frying Pan (Non-stick),Utensils & Cookware,675.67,1282.47,S008,TechGadgets India,1,6,2027-05-08,pcs,27
P2404,Socks (Pack of 3),Apparel,851.09,1023.7,S003,Priya Grocers,7,20,2025-09-27,sets,99
P2298,Formal Shoes (Size 10),Footwear,633.59,976.56,S004,Quick Supply India,5,19,2026-09-20,pcs,73
P1765,Toor Dal (1kg),Grocery & Staples,79.79,157.95,S008,TechGadgets India,10,4,2027-03-18,kg,214
P1941,Laundry Detergent (1kg),Home & Kitchen,404.2,717.6,S007,HomeCare Solutions,12,5,2027-02-10,bottles,91
P1566,Biscuits (Atta 100g),Snacks & Beverages,66.65,151.37,S002,Bharat Distributors,65,1,2025-08-26,ml,991
P2406,Sugar (1kg),Grocery & Staples,228.23,433.21,S001,Indian Wholesale Co.,31,4,2026-02-21,packets,765
P1604,LED Bulb (9W),Electronics,4754.1,8793.33,S006,Health Essentials Ltd.,1,12,2025-09-28,units,26
P2018,Garbage Bags (Medium Pack),Home & Kitchen,743.08,1272.78,S002,Bharat Distributors,24,8,2025-07-30,bottles,146
P1688,Toothpaste (Herbal 150g),Personal Care,156.13,353.19,S001,Indian Wholesale Co.,28,3,2025-09-18,packs,303
P1373,Namkeen (Aloo Bhujia 150g),Snacks & Beverages,119.3,268.37,S007,HomeCare Solutions,23,3,2026-11-09,pcs,335
P1328,Dinner Set (4 Pcs),Utensils & Cookware,682.92,1236.57,S003,Priya Grocers,1,11,2025-03-10,pcs,2
P1924,Jeans (Size 32),Apparel,1359.29,2672.57,S007,HomeCare Solutions,7,14,2026-10-06,pcs,80
P1800,Frying Pan (Non-stick),Utensils & Cookware,904.28,1291.72,S005,Apex Foods Pvt. Ltd.,3,7,2026-08-06,pcs,53
P2078,Immunity Booster (Syrup 200ml),Health & Wellness,154.67,194.49,S005,Apex Foods Pvt. Ltd.,22,4,2026-03-05,bottles,193
P1492,Formal Shoes (Size 10),Footwear,488.32,1206.84,S002,Bharat Distributors,6,20,2026-03-31,pairs,92
P2091,Sneakers (Size 9),Footwear,585.56,1353.98,S003,Priya Grocers,1,13,2027-02-17,pairs,10
P1993,Energy Bar (Nut 50g),Snacks & Beverages,79.46,117.66,S007,HomeCare Solutions,61,4,2025-10-22,ml,904
P2266,Sanitary Pads (Pack of 10),Personal Care,334.37,653.74,S003,Priya Grocers,37,3,2026-11-03,ml,315
P1556,Casual Shirt (L),Apparel,351.42,718.67,S008,TechGadgets India,2,17,2026-09-26,pcs,28
P1725,Hand Wash (Neem 250ml),Personal Care,221.63,327.66,S003,Priya Grocers,16,6,2026-07-21,bottles,200
P1624,Toothpaste (Herbal 150g),Personal Care,118.68,243.26,S008,TechGadgets India,33,8,2027-01-24,ml,327
P2283,Namkeen (Aloo Bhujia 150g),Snacks & Beverages,74.21,144.8,S004,Quick Supply India,66,2,2025-09-17,ml,1015
P1371,Yogurt (Fruit 150g),Dairy & Bakery,106.7,226.5,S008,TechGadgets India,28,1,2025-07-04,packs,137
P2454,USB Cable (2m),Electronics,21568.63,29497.25,S004,Quick Supply India,1,13,2025-10-15,units,3
P1260,Mango Juice (1L),Snacks & Beverages,134.59,308.14,S007,HomeCare Solutions,2,2,2025-06-25,bottles,30
P1483,Sneakers (Size 9),Footwear,1125.31,2191.84,S001,Indian Wholesale Co.,4,20,2026-07-27,pcs,65
P2431,USB Cable (2m),Electronics,19512.55,42024.96,S006,Health Essentials Ltd.,1,19,2026-08-15,units,12
P1135,Sanitary Pads (Pack of 10),Personal Care,364.08,488.52,S007,HomeCare Solutions,1,8,2024-11-12,pcs,7
P1710,Face Cream (Aloe Vera 50g),Personal Care,259.39,357.84,S005,Apex Foods Pvt. Ltd.,21,9,2026-01-13,ml,256
P2395,Socks (Pack of 3),Apparel,839.93,1884.38,S004,Quick Supply India,2,18,2026-06-27,sets,40
P2237,Sugar (1kg),Grocery & Staples,241.67,513.59,S003,Priya Grocers,14,5,2026-11-04,kg,342
P2060,Onions (1kg),Fruits & Vegetables,77.42,139.32,S006,Health Essentials Ltd.,43,1,2025-08-03,dozens,152
P2365,Namkeen (Aloo Bhujia 150g),Snacks & Beverages,32.85,79.86,S001,Indian Wholesale Co.,45,4,2026-08-17,pcs,624
P2336,Tomatoes (500g),Fruits & Vegetables,46.71,66.82,S006,Health Essentials Ltd.,46,1,2025-08-19,pcs,161
P1227,Paneer (200g),Dairy & Bakery,94.59,193.52,S001,Indian Wholesale Co.,8,1,2025-05-26,pcs,36
P2304,Basic Headphones,Electronics,13014.38,24753.17,S001,Indian Wholesale Co.,1,16,2026-12-04,pcs,2
P2358,Dinner Set (4 Pcs),Utensils & Cookware,725.31,1656.28,S008,TechGadgets India,2,14,2026-11-10,sets,42
P1325,Bananas (1 Dozen),Fruits & Vegetables,88.63,194.89,S001,Indian Wholesale Co.,11,1,2025-06-06,kg,42
P2376,Frying Pan (Non-stick),Utensils & Cookware,422.15,880.36,S004,Quick Supply India,1,14,2026-08-09,sets,8
P1721,Socks (Pack of 3),Apparel,313.95,608.2,S003,Priya Grocers,10,21,2026-08-14,sets,123
P1206,Basic Headphones,Electronics,47416.8,88491.63,S003,Priya Grocers,1,11,2025-01-17,pcs,23
P1651,Water Bottle (Steel),Utensils & Cookware,357.68,464.03,S004,Quick Supply India,2,10,2026-07-26,sets,54
P1310,Mutton Curry Cut (500g),Meat & Seafood,318.2,595.6,S002,Bharat Distributors,10,1,2025-05-09,kg,30
P2116,Sanitary Pads (Pack of 10),Personal Care,136.08,275.0,S001,Indian Wholesale Co.,24,4,2026-01-04,ml,248
P1044,Formal Shoes (Size 10),Footwear,588.58,1186.18,S005,Apex Foods Pvt. Ltd.,1,12,2025-01-08,pcs,7
P2484,Mutton Curry Cut (500g),Meat & Seafood,225.37,487.33,S001,Indian Wholesale Co.,20,1,2025-08-05,pcs,73
P1004,Cola (2L),Snacks & Beverages,121.81,212.45,S001,Indian Wholesale Co.,4,2,2024-11-26,pcs,52
P2331,Immunity Booster (Syrup 200ml),Health & Wellness,604.72,854.33,S001,Indian Wholesale Co.,32,6,2027-03-22,packs,238
P1748,Spinach (Bunch),Fruits & Vegetables,22.65,34.22,S001,Indian Wholesale Co.,17,1,2025-08-07,kg,63
P2279,Mineral Water (1L),Snacks & Beverages,72.37,136.93,S006,Health Essentials Ltd.,47,4,2026-02-17,pcs,505
P2181,LED Bulb (9W),Electronics,15489.78,26253.42,S006,Health Essentials Ltd.,1,15,2025-08-23,pcs,26
P1788,Toilet Cleaner (500ml),Home & Kitchen,351.73,722.44,S004,Quick Supply India,22,7,2027-01-21,pcs,190
P1697,Basic Headphones,Electronics,45910.25,112746.61,S007,HomeCare Solutions,1,14,2025-08-31,units,43
P1655,Jeans (Size 32),Apparel,313.09,592.23,S007,HomeCare Solutions,3,15,2026-09-17,pcs,43
P1173,Dinner Set (4 Pcs),Utensils & Cookware,884.46,1297.06,S007,HomeCare Solutions,1,9,2025-03-27,sets,30
P1848,Sandals (Size 8),Footwear,532.99,998.64,S006,Health Essentials Ltd.,1,20,2025-07-30,pcs,25
P1708,Sandals (Size 8),Footwear,1149.13,2062.77,S006,Health Essentials Ltd.,3,10,2027-05-23,pcs,49
P1231,Spinach (Bunch),Fruits & Vegetables,42.64,82.25,S003,Priya Grocers,8,1,2025-05-12,pcs,37
P2098,USB Cable (2m),Electronics,48640.37,65725.28,S004,Quick Supply India,1,8,2026-01-08,units,43
P2329,Soap (Sandalwood 125g),Personal Care,289.14,643.28,S004,Quick Supply India,56,3,2025-12-11,pcs,482
P2195,Jeans (Size 32),Apparel,1317.02,1664.8,S007,HomeCare Solutions,9,11,2026-08-10,pcs,112
P1308,Energy Bar (Nut 50g),Snacks & Beverages,49.95,84.34,S001,Indian Wholesale Co.,1,1,2025-01-16,ml,6
P2284,Protein Powder (Whey 500g),Health & Wellness,672.99,1142.35,S008,TechGadgets India,25,8,2026-10-20,pcs,218
P1846,Socks (Pack of 3),Apparel,588.26,1151.59,S001,Indian Wholesale Co.,3,10,2025-10-02,sets,47
P2319,Chicken Breast (500g),Meat & Seafood,567.43,794.76,S006,Health Essentials Ltd.,24,1,2025-09-20,kg,92
P1122,Laundry Detergent (1kg),Home & Kitchen,406.65,623.44,S004,Quick Supply India,5,5,2025-06-04,bottles,35
P1427,Onions (1kg),Fruits & Vegetables,53.02,100.78,S006,Health Essentials Ltd.,12,1,2025-08-31,bunches,47
P1409,Multivitamin Tablets (Bottle 60pcs),Health & Wellness,666.91,1628.55,S005,Apex Foods Pvt. Ltd.,22,9,2026-02-21,bottles,192
P1790,Water Bottle (Steel),Utensils & Cookware,150.43,305.92,S001,Indian Wholesale Co.,4,10,2026-07-11,pcs,68
P1761,Chicken Breast (500g),Meat & Seafood,217.53,396.23,S008,TechGadgets India,8,1,2025-09-10,g,31
P2065,Potato Chips (Masala 75g),Snacks & Beverages,132.36,289.33,S001,Indian Wholesale Co.,79,1,2027-02-22,packets,1007
P1909,Sneakers (Size 9),Footwear,1371.03,2568.38,S002,Bharat Distributors,6,16,2026-06-17,pairs,96
P1636,Kitchen Towels (Roll),Home & Kitchen,799.8,1181.87,S003,Priya Grocers,21,6,2026-07-24,pcs,126
P1673,Basic Headphones,Electronics,5705.93,7203.92,S005,Apex Foods Pvt. Ltd.,1,17,2026-05-04,units,39
P1925,Jeans (Size 32),Apparel,312.03,495.96,S001,Indian Wholesale Co.,8,15,2026-07-26,pcs,127
P1357,Sneakers (Size 9),Footwear,1037.72,2195.9,S001,Indian Wholesale Co.,6,19,2026-03-10,pairs,89
P1425,Spinach (Bunch),Fruits & Vegetables,87.3,174.61,S008,TechGadgets India,28,1,2025-07-04,bunches,135
P1247,Toothpaste (Herbal 150g),Personal Care,327.59,491.53,S005,Apex Foods Pvt. Ltd.,1,4,2024-08-28,bottles,6
P1956,Lemons (250g),Fruits & Vegetables,88.82,129.18,S008,TechGadgets India,39,1,2025-08-01,dozens,190
P1990,Potato Chips (Masala 75g),Snacks & Beverages,91.33,164.55,S002,Bharat Distributors,36,4,2026-04-01,bottles,442
P2465,USB Cable (2m),Electronics,3538.16,8146.69,S003,Priya Grocers,1,7,2027-06-25,pcs,17
P1961,Hair Oil (Coconut 300ml),Personal Care,281.69,351.24,S006,Health Essentials Ltd.,21,8,2027-03-17,bottles,185
P1378,Formal Shoes (Size 10),Footwear,710.28,1544.23,S008,TechGadgets India,4,13,2026-01-17,pairs,78
P2350,Casual Shirt (L),Apparel,327.71,734.31,S007,HomeCare Solutions,9,14,2026-03-07,pcs,127
P2179,Cotton T-shirt (M),Apparel,1565.89,3191.07,S003,Priya Grocers,5,24,2025-08-27,sets,85
P2241,Sandals (Size 8),Footwear,288.93,651.97,S001,Indian Wholesale Co.,1,11,2025-10-16,pairs,23
P2151,Tomatoes (500g),Fruits & Vegetables,37.72,78.0,S004,Quick Supply India,11,1,2025-09-18,g,53
P1833,Sandals (Size 8),Footwear,961.92,2329.33,S006,Health Essentials Ltd.,3,24,2026-10-19,pcs,51
P2256,Jeans (Size 32),Apparel,762.06,1698.07,S001,Indian Wholesale Co.,4,17,2025-08-19,sets,51
P2449,Hair Oil (Coconut 300ml),Personal Care,181.9,366.29,S003,Priya Grocers,17,9,2025-11-28,bottles,160
P1053,Dishwashing Liquid (500ml),Home & Kitchen,307.2,506.25,S008,TechGadgets India,1,10,2024-11-25,packs,11
P1936,Hand Wash (Neem 250ml),Personal Care,300.75,634.61,S004,Quick Supply India,21,4,2027-01-22,pcs,223
P2494,Hair Oil (Coconut 300ml),Personal Care,395.19,649.09,S002,Bharat Distributors,36,4,2026-01-04,g,426
P2187,Chicken Breast (500g),Meat & Seafood,337.21,782.63,S002,Bharat Distributors,27,1,2025-07-22,g,88
P1299,Basic Headphones,Electronics,8516.98,13977.48,S002,Bharat Distributors,1,11,2024-11-13,units,43
P1512,Cotton T-shirt (M),Apparel,1839.6,2788.04,S005,Apex Foods Pvt. Ltd.,5,11,2025-11-07,sets,74
P1268,Mutton Curry Cut (500g),Meat & Seafood,598.94,879.82,S005,Apex Foods Pvt. Ltd.,12,1,2025-05-06,kg,43
P2051,Lemons (250g),Fruits & Vegetables,66.57,159.83,S005,Apex Foods Pvt. Ltd.,36,1,2025-09-02,g,178
P1452,Casual Shirt (L),Apparel,1118.19,1575.53,S004,Quick Supply India,6,11,2027-06-06,sets,69
P1451,Spinach (Bunch),Fruits & Vegetables,39.93,96.69,S001,Indian Wholesale Co.,37,1,2025-09-18,g,151
P1669,Chicken Breast (500g),Meat & Seafood,418.84,867.29,S006,Health Essentials Ltd.,18,1,2025-07-09,g,65
P1747,LED Bulb (9W),Electronics,7700.61,15790.8,S001,Indian Wholesale Co.,1,16,2026-07-04,pcs,26
P2165,Milk (toned 1L),Dairy & Bakery,193.96,475.57,S004,Quick Supply India,39,2,2025-07-09,dozens,179
P2362,Tomatoes (500g),Fruits & Vegetables,49.82,101.57,S007,HomeCare Solutions,40,1,2025-07-06,dozens,185
P1729,Pressure Cooker (3L),Utensils & Cookware,227.27,563.4,S004,Quick Supply India,1,13,2027-02-25,pcs,21
P1840,LED Bulb (9W),Electronics,46848.98,106635.74,S005,Apex Foods Pvt. Ltd.,1,15,2026-02-08,pcs,34
P1599,Fish Fillet (250g),Meat & Seafood,978.77,1191.62,S002,Bharat Distributors,4,1,2025-09-25,pcs,15
P1473,Potatoes (1kg),Fruits & Vegetables,97.15,217.21,S007,HomeCare Solutions,31,1,2025-09-15,kg,117
P1717,Protein Powder (Whey 500g),Health & Wellness,113.07,175.81,S006,Health Essentials Ltd.,16,5,2027-03-31,bottles,167
P1076,Kitchen Towels (Roll),Home & Kitchen,429.61,804.33,S005,Apex Foods Pvt. Ltd.,6,10,2025-03-06,packs,46
P1297,Butter (100g),Dairy & Bakery,32.47,66.55,S008,TechGadgets India,7,1,2025-05-12,liters,36
P1134,Tea Powder (250g),Grocery & Staples,271.48,413.68,S002,Bharat Distributors,2,2,2025-05-12,pcs,38
P1344,Formal Shoes (Size 10),Footwear,1246.31,1651.94,S008,TechGadgets India,2,19,2024-12-01,pcs,30
P1965,Soap (Sandalwood 125g),Personal Care,348.27,706.07,S001,Indian Wholesale Co.,16,7,2026-01-09,ml,161
P1294,Protein Powder (Whey 500g),Health & Wellness,555.4,1375.29,S008,TechGadgets India,5,7,2025-03-21,packs,42
P2197,Garbage Bags (Medium Pack),Home & Kitchen,166.66,288.9,S001,Indian Wholesale Co.,9,7,2026-10-05,rolls,74
P2218,Socks (Pack of 3),Apparel,1742.66,3595.24,S002,Bharat Distributors,3,14,2027-05-08,sets,55
P1404,Energy Bar (Nut 50g),Snacks & Beverages,36.5,68.96,S005,Apex Foods Pvt. Ltd.,48,2,2026-12-10,ml,507
P1935,Butter (100g),Dairy & Bakery,115.36,214.88,S004,Quick Supply India,29,1,2025-08-25,packs,172
P1313,Soap (Sandalwood 125g),Personal Care,372.49,634.48,S008,TechGadgets India,2,9,2025-02-21,packs,26
P2400,Frying Pan (Non-stick),Utensils & Cookware,297.55,714.24,S003,Priya Grocers,1,13,2026-08-13,sets,21
P2460,Sandals (Size 8),Footwear,325.28,557.2,S005,Apex Foods Pvt. Ltd.,3,16,2027-02-01,pairs,40
P1614,Dinner Set (4 Pcs),Utensils & Cookware,444.36,800.13,S005,Apex Foods Pvt. Ltd.,1,14,2027-06-16,sets,15
P1400,Lemons (250g),Fruits & Vegetables,23.53,39.53,S007,HomeCare Solutions,33,1,2025-08-13,dozens,135
P1399,Sneakers (Size 9),Footwear,1265.06,1937.0,S003,Priya Grocers,2,17,2026-09-17,pcs,42
P2351,Bread (Whole Wheat 400g),Dairy & Bakery,33.92,71.96,S003,Priya Grocers,37,2,2025-09-17,dozens,213
P1170,Butter (100g),Dairy & Bakery,100.57,168.94,S002,Bharat Distributors,3,2,2025-05-06,dozens,14
P2480,Immunity Booster (Syrup 200ml),Health & Wellness,442.54,1038.65,S008,TechGadgets India,23,5,2026-09-16,ml,240
P1878,Water Bottle (Steel),Utensils & Cookware,175.52,238.05,S003,Priya Grocers,1,12,2026-11-22,pcs,24
P2355,Spinach (Bunch),Fruits & Vegetables,97.24,169.49,S008,TechGadgets India,41,1,2025-08-01,bunches,182
P2152,Basic Headphones,Electronics,41424.87,97930.65,S002,Bharat Distributors,1,8,2026-07-26,units,34
P1195,Kitchen Towels (Roll),Home & Kitchen,311.39,648.09,S001,Indian Wholesale Co.,3,12,2025-04-25,kg,25
P2070,Chicken Breast (500g),Meat & Seafood,834.19,1123.5,S007,HomeCare Solutions,8,1,2025-08-18,g,27
P1728,Paneer (200g),Dairy & Bakery,146.53,198.81,S006,Health Essentials Ltd.,9,2,2025-09-24,g,54
P1718,Chicken Breast (500g),Meat & Seafood,530.23,1037.86,S002,Bharat Distributors,22,1,2025-07-27,pcs,66
P1101,Immunity Booster (Syrup 200ml),Health & Wellness,129.58,265.0,S008,TechGadgets India,2,7,2024-10-16,bottles,24
P1918,Salt (1kg),Grocery & Staples,269.08,450.82,S007,HomeCare Solutions,31,6,2027-04-30,pcs,785
P1000,Mutton Curry Cut (500g),Meat & Seafood,665.35,1432.27,S007,HomeCare Solutions,8,1,2025-06-27,g,31
P1808,Garbage Bags (Medium Pack),Home & Kitchen,254.79,591.02,S008,TechGadgets India,27,6,2026-12-11,bottles,173
P1855,Bananas (1 Dozen),Fruits & Vegetables,35.46,63.45,S001,Indian Wholesale Co.,41,1,2025-09-16,bunches,174
P2271,Formal Shoes (Size 10),Footwear,878.71,1509.24,S008,TechGadgets India,2,24,2025-11-15,pairs,31
P1114,Spices Combo (100g),Grocery & Staples,131.92,264.98,S002,Bharat Distributors,2,4,2024-11-29,kg,39
P1213,Formal Shoes (Size 10),Footwear,307.77,470.03,S008,TechGadgets India,1,18,2025-01-02,pairs,20
P2306,Toilet Cleaner (500ml),Home & Kitchen,529.94,1302.55,S001,Indian Wholesale Co.,10,8,2025-10-23,kg,75
P2274,Socks (Pack of 3),Apparel,1749.27,3173.62,S006,Health Essentials Ltd.,1,12,2027-06-04,sets,14
P2186,Namkeen (Aloo Bhujia 150g),Snacks & Beverages,26.64,53.33,S007,HomeCare Solutions,82,3,2027-05-11,packets,994
P2269,Sneakers (Size 9),Footwear,830.17,1708.84,S005,Apex Foods Pvt. Ltd.,1,22,2025-12-10,pcs,13
P1500,Sandals (Size 8),Footwear,404.76,888.0,S005,Apex Foods Pvt. Ltd.,3,11,2027-04-29,pairs,55
P2107,Extension Cord (5m),Electronics,28108.54,37968.4,S006,Health Essentials Ltd.,1,15,2025-08-20,units,24
P1084,Sunscreen (SPF30 100ml),Personal Care,142.05,224.88,S005,Apex Foods Pvt. Ltd.,1,7,2024-08-01,g,4
P1575,Socks (Pack of 3),Apparel,700.48,1308.22,S003,Priya Grocers,4,16,2026-02-16,sets,52
P1088,Chai Mix (150g),Snacks & Beverages,30.2,59.6,S001,Indian Wholesale Co.,1,3,2024-10-09,liters,23
P2413,Chicken Breast (500g),Meat & Seafood,682.55,1248.83,S008,TechGadgets India,12,1,2025-07-30,g,49
P2096,Milk (toned 1L),Dairy & Bakery,158.67,379.15,S001,Indian Wholesale Co.,10,2,2025-08-13,dozens,60
P2286,Lemons (250g),Fruits & Vegetables,41.03,83.14,S001,Indian Wholesale Co.,11,1,2025-08-26,pcs,50
P2198,Potatoes (1kg),Fruits & Vegetables,93.7,166.91,S001,Indian Wholesale Co.,38,1,2025-09-01,bunches,139
P1208,Sandals (Size 8),Footwear,433.3,1077.08,S006,Health Essentials Ltd.,3,16,2024-07-18,pairs,41
P1001,Fish Fillet (250g),Meat & Seafood,724.71,901.67,S001,Indian Wholesale Co.,12,1,2025-05-31,kg,47
P1456,Sanitary Pads (Pack of 10),Personal Care,389.5,727.32,S005,Apex Foods Pvt. Ltd.,19,5,2026-07-31,bottles,234
P2047,Sneakers (Size 9),Footwear,1233.96,1725.47,S007,HomeCare Solutions,2,20,2026-11-05,pairs,39
P1842,Formal Shoes (Size 10),Footwear,855.55,1062.55,S003,Priya Grocers,7,13,2026-06-28,pairs,96
P2038,Protein Powder (Whey 500g),Health & Wellness,563.36,819.01,S008,TechGadgets India,24,5,2026-03-28,pcs,243
P2025,Hair Oil (Coconut 300ml),Personal Care,373.96,712.78,S002,Bharat Distributors,19,7,2026-11-20,pcs,173
P1323,Yogurt (Fruit 150g),Dairy & Bakery,189.34,283.57,S002,Bharat Distributors,9,2,2025-05-08,dozens,47
P1187,Formal Shoes (Size 10),Footwear,566.11,1251.54,S003,Priya Grocers,1,12,2024-11-25,pcs,9
P1020,Immunity Booster (Syrup 200ml),Health & Wellness,169.89,359.42,S008,TechGadgets India,2,6,2024-08-01,bottles,22
P2440,Butter (100g),Dairy & Bakery,43.91,55.74,S006,Health Essentials Ltd.,52,2,2025-08-05,packs,232
P1406,Matchbox (Pack of 10),Home & Kitchen,490.87,717.04,S001,Indian Wholesale Co.,5,7,2026-04-04,pcs,45
P2425,Casual Shirt (L),Apparel,778.8,1461.94,S004,Quick Supply India,7,13,2027-01-18,pcs,108
P1759,Sandals (Size 8),Footwear,973.46,1415.43,S004,Quick Supply India,1,10,2026-02-10,pcs,19
P1959,Immunity Booster (Syrup 200ml),Health & Wellness,183.09,286.89,S002,Bharat Distributors,11,7,2026-02-18,bottles,80
P1123,Floor Cleaner (1L),Home & Kitchen,729.0,1538.88,S002,Bharat Distributors,1,10,2024-10-23,kg,0
P1607,Floor Cleaner (1L),Home & Kitchen,668.55,1588.89,S007,HomeCare Solutions,15,7,2026-04-20,pcs,91
P1161,Tomatoes (500g),Fruits & Vegetables,80.02,152.82,S005,Apex Foods Pvt. Ltd.,13,1,2025-05-24,dozens,44
P1461,Sugar (1kg),Grocery & Staples,285.77,368.26,S007,HomeCare Solutions,33,5,2026-08-28,kg,590
P1129,Basic Headphones,Electronics,26058.27,36894.24,S005,Apex Foods Pvt. Ltd.,1,19,2024-09-21,pcs,31
P2172,Socks (Pack of 3),Apparel,1017.37,1704.17,S007,HomeCare Solutions,2,17,2027-03-19,sets,33
P1024,Extension Cord (5m),Electronics,34538.45,42913.76,S007,HomeCare Solutions,1,16,2025-01-12,pcs,38
P2115,Basic Headphones,Electronics,9883.73,23519.96,S003,Priya Grocers,1,12,2026-09-28,units,39
P1166,Socks (Pack of 3),Apparel,419.56,851.33,S008,TechGadgets India,3,15,2025-06-06,sets,47
P1529,Laundry Detergent (1kg),Home & Kitchen,528.9,1309.76,S008,TechGadgets India,41,5,2026-09-05,kg,286
P2135,Jeans (Size 32),Apparel,898.72,1486.41,S005,Apex Foods Pvt. Ltd.,8,13,2025-09-22,pcs,118
P1364,Sandals (Size 8),Footwear,1058.38,2198.79,S006,Health Essentials Ltd.,2,20,2026-11-07,pcs,42
P1782,Sneakers (Size 9),Footwear,816.37,1301.12,S002,Bharat Distributors,2,21,2025-11-09,pairs,32
P1021,Chai Mix (150g),Snacks & Beverages,140.25,281.47,S006,Health Essentials Ltd.,1,1,2024-12-11,packets,14
